clk i_ni i_router o_ni o_router vnet flits
6737 9 9 23 7 0 8
6745 0 0 17 1 0 8
6745 1 1 18 2 0 8
6745 1 1 19 3 1 8
6745 2 2 19 3 0 8
6745 3 3 20 4 0 8
6745 3 3 21 5 1 8
6745 4 4 21 5 0 8
6745 5 5 24 8 0 8
6745 5 5 22 6 1 8
6745 6 6 23 7 0 8
6745 7 7 25 9 0 8
6745 8 8 23 7 0 8
6745 9 9 23 7 0 8
6753 0 0 17 1 0 8
6753 1 1 18 2 0 8
6753 1 1 19 3 1 8
6753 2 2 19 3 0 8
6753 3 3 20 4 0 8
6753 3 3 21 5 1 8
6753 4 4 21 5 0 8
6753 5 5 24 8 0 8
6753 5 5 22 6 1 8
6753 6 6 23 7 0 8
6753 7 7 25 9 0 8
6753 8 8 23 7 0 8
6753 9 9 23 7 0 8
6761 0 0 17 1 0 8
6761 1 1 18 2 0 8
6761 1 1 19 3 1 8
6761 2 2 19 3 0 8
6761 3 3 20 4 0 8
6761 3 3 21 5 1 8
6761 4 4 21 5 0 8
6761 5 5 24 8 0 8
6761 5 5 22 6 1 8
6761 6 6 23 7 0 8
6761 7 7 25 9 0 8
6761 8 8 23 7 0 8
6761 9 9 23 7 0 8
6769 0 0 17 1 0 8
6769 1 1 18 2 0 8
6769 1 1 19 3 1 8
6769 2 2 19 3 0 8
6769 3 3 20 4 0 8
6769 3 3 21 5 1 8
6769 4 4 21 5 0 8
6769 5 5 24 8 0 8
6769 5 5 22 6 1 8
6769 6 6 23 7 0 8
6769 7 7 25 9 0 8
6769 8 8 23 7 0 8
6769 9 9 23 7 0 8
6777 0 0 17 1 0 8
6777 1 1 18 2 0 8
6777 1 1 19 3 1 8
6777 2 2 19 3 0 8
6777 3 3 20 4 0 8
6777 3 3 21 5 1 8
6777 4 4 21 5 0 8
6777 5 5 24 8 0 8
6777 5 5 22 6 1 8
6777 6 6 23 7 0 8
6777 7 7 25 9 0 8
6777 8 8 23 7 0 8
6777 9 9 23 7 0 8
6785 0 0 17 1 0 8
6785 1 1 18 2 0 8
6785 1 1 19 3 1 8
6785 2 2 19 3 0 8
6785 3 3 20 4 0 8
6785 3 3 21 5 1 8
6785 4 4 21 5 0 8
6785 5 5 24 8 0 8
6785 5 5 22 6 1 8
6785 6 6 23 7 0 8
6785 7 7 25 9 0 8
6785 8 8 23 7 0 8
6785 9 9 23 7 0 8
6793 0 0 17 1 0 8
6793 1 1 18 2 0 8
6793 1 1 19 3 1 8
6793 2 2 19 3 0 8
6793 3 3 20 4 0 8
6793 3 3 21 5 1 8
6793 4 4 21 5 0 8
6793 5 5 24 8 0 8
6793 5 5 22 6 1 8
6793 6 6 23 7 0 8
6793 7 7 25 9 0 8
6793 8 8 23 7 0 8
6793 9 9 23 7 0 8
6801 0 0 17 1 0 8
6801 1 1 18 2 0 8
6801 1 1 19 3 1 8
6801 2 2 19 3 0 8
6801 3 3 20 4 0 8
6801 3 3 21 5 1 8
6801 4 4 21 5 0 8
6801 5 5 24 8 0 8
6801 5 5 22 6 1 8
6801 6 6 23 7 0 8
6801 7 7 25 9 0 8
6801 8 8 23 7 0 8
6801 9 9 23 7 0 8
6809 0 0 17 1 0 8
6809 1 1 18 2 0 8
6809 1 1 19 3 1 8
6809 2 2 19 3 0 8
6809 3 3 20 4 0 8
6809 3 3 21 5 1 8
6809 4 4 21 5 0 8
6809 5 5 24 8 0 8
6809 5 5 22 6 1 8
6809 6 6 23 7 0 8
6809 7 7 25 9 0 8
6809 8 8 23 7 0 8
6809 9 9 23 7 0 8
6817 0 0 17 1 0 8
6817 1 1 18 2 0 8
6817 1 1 19 3 1 8
6817 2 2 19 3 0 8
6817 3 3 20 4 0 8
6817 3 3 21 5 1 8
6817 4 4 21 5 0 8
6817 5 5 24 8 0 8
6817 5 5 22 6 1 8
6817 6 6 23 7 0 8
6817 7 7 25 9 0 8
6817 8 8 23 7 0 8
6817 9 9 23 7 0 8
6825 0 0 17 1 0 8
6825 1 1 18 2 0 8
6825 1 1 19 3 1 8
6825 2 2 19 3 0 8
6825 3 3 20 4 0 8
6825 3 3 21 5 1 8
6825 4 4 21 5 0 8
6825 5 5 24 8 0 8
6825 5 5 22 6 1 8
6825 6 6 23 7 0 8
6825 7 7 25 9 0 8
6825 8 8 23 7 0 8
6825 9 9 23 7 0 8
6833 0 0 17 1 0 8
6833 1 1 18 2 0 8
6833 1 1 19 3 1 8
6833 2 2 19 3 0 8
6833 3 3 20 4 0 8
6833 3 3 21 5 1 8
6833 4 4 21 5 0 8
6833 5 5 24 8 0 8
6833 5 5 22 6 1 8
6833 6 6 23 7 0 8
6833 7 7 25 9 0 8
6833 8 8 23 7 0 8
6833 9 9 23 7 0 8
6841 0 0 17 1 0 8
6841 1 1 18 2 0 8
6841 1 1 19 3 1 8
6841 2 2 19 3 0 8
6841 3 3 20 4 0 8
6841 3 3 21 5 1 8
6841 4 4 21 5 0 8
6841 5 5 24 8 0 8
6841 5 5 22 6 1 8
6841 6 6 23 7 0 8
6841 7 7 25 9 0 8
6841 8 8 23 7 0 8
6841 9 9 23 7 0 8
6849 0 0 17 1 0 8
6849 1 1 18 2 0 8
6849 1 1 19 3 1 8
6849 2 2 19 3 0 8
6849 3 3 20 4 0 8
6849 3 3 21 5 1 8
6849 4 4 21 5 0 8
6849 5 5 24 8 0 8
6849 5 5 22 6 1 8
6849 6 6 23 7 0 8
6849 7 7 25 9 0 8
6849 8 8 23 7 0 8
6849 9 9 23 7 0 8
6857 0 0 17 1 0 8
6857 1 1 18 2 0 8
6857 1 1 19 3 1 8
6857 2 2 19 3 0 8
6857 3 3 20 4 0 8
6857 3 3 21 5 1 8
6857 4 4 21 5 0 8
6857 5 5 24 8 0 8
6857 5 5 22 6 1 8
6857 6 6 23 7 0 8
6857 7 7 25 9 0 8
6857 8 8 23 7 0 8
6857 9 9 23 7 0 8
6865 0 0 17 1 0 8
6865 1 1 18 2 0 8
6865 1 1 19 3 1 8
6865 2 2 19 3 0 8
6865 3 3 20 4 0 8
6865 3 3 21 5 1 8
6865 4 4 21 5 0 8
6865 5 5 24 8 0 8
6865 5 5 22 6 1 8
6865 6 6 23 7 0 8
6865 7 7 25 9 0 8
6865 8 8 23 7 0 8
6865 9 9 23 7 0 8
6873 0 0 17 1 0 8
6873 1 1 18 2 0 8
6873 1 1 19 3 1 8
6873 2 2 19 3 0 8
6873 3 3 20 4 0 8
6873 3 3 21 5 1 8
6873 4 4 21 5 0 8
6873 5 5 24 8 0 8
6873 5 5 22 6 1 8
6873 6 6 23 7 0 8
6873 7 7 25 9 0 8
6873 8 8 23 7 0 8
6873 9 9 23 7 0 8
6881 0 0 17 1 0 8
6881 1 1 18 2 0 8
6881 1 1 19 3 1 8
6881 2 2 19 3 0 8
6881 3 3 20 4 0 8
6881 3 3 21 5 1 8
6881 4 4 21 5 0 8
6881 5 5 24 8 0 8
6881 5 5 22 6 1 8
6881 6 6 23 7 0 8
6881 7 7 25 9 0 8
6881 8 8 23 7 0 8
6881 9 9 23 7 0 8
6889 0 0 17 1 0 8
6889 1 1 18 2 0 8
6889 1 1 19 3 1 8
6889 2 2 19 3 0 8
6889 3 3 20 4 0 8
6889 3 3 21 5 1 8
6889 4 4 21 5 0 8
6889 5 5 24 8 0 8
6889 5 5 22 6 1 8
6889 6 6 23 7 0 8
6889 7 7 25 9 0 8
6889 8 8 23 7 0 8
6889 9 9 23 7 0 8
6897 0 0 17 1 0 8
6897 1 1 18 2 0 8
6897 1 1 19 3 1 8
6897 2 2 19 3 0 8
6897 3 3 20 4 0 8
6897 3 3 21 5 1 8
6897 4 4 21 5 0 8
6897 5 5 24 8 0 8
6897 5 5 22 6 1 8
6897 6 6 23 7 0 8
6897 7 7 25 9 0 8
6897 8 8 23 7 0 8
6897 9 9 23 7 0 8
6905 0 0 17 1 0 8
6905 1 1 18 2 0 8
6905 1 1 19 3 1 8
6905 2 2 19 3 0 8
6905 3 3 20 4 0 8
6905 3 3 21 5 1 8
6905 4 4 21 5 0 8
6905 5 5 24 8 0 8
6905 5 5 22 6 1 8
6905 6 6 23 7 0 8
6905 7 7 25 9 0 8
6905 8 8 23 7 0 8
6905 9 9 23 7 0 8
6913 0 0 17 1 0 8
6913 1 1 18 2 0 8
6913 1 1 19 3 1 8
6913 2 2 19 3 0 8
6913 3 3 20 4 0 8
6913 3 3 21 5 1 8
6913 4 4 21 5 0 8
6913 5 5 24 8 0 8
6913 5 5 22 6 1 8
6913 6 6 23 7 0 8
6913 7 7 25 9 0 8
6913 8 8 23 7 0 8
6913 9 9 23 7 0 8
6921 0 0 17 1 0 8
6921 1 1 18 2 0 8
6921 1 1 19 3 1 8
6921 2 2 19 3 0 8
6921 3 3 20 4 0 8
6921 3 3 21 5 1 8
6921 4 4 21 5 0 8
6921 5 5 24 8 0 8
6921 5 5 22 6 1 8
6921 6 6 23 7 0 8
6921 7 7 25 9 0 8
6921 8 8 23 7 0 8
6921 9 9 23 7 0 8
6929 0 0 17 1 0 8
6929 1 1 18 2 0 8
6929 1 1 19 3 1 8
6929 2 2 19 3 0 8
6929 3 3 20 4 0 8
6929 3 3 21 5 1 8
6929 4 4 21 5 0 8
6929 5 5 24 8 0 8
6929 5 5 22 6 1 8
6929 6 6 23 7 0 8
6929 7 7 25 9 0 8
6929 8 8 23 7 0 8
6929 9 9 23 7 0 8
6937 0 0 17 1 0 8
6937 1 1 18 2 0 8
6937 1 1 19 3 1 8
6937 2 2 19 3 0 8
6937 3 3 20 4 0 8
6937 3 3 21 5 1 8
6937 4 4 21 5 0 8
6937 5 5 24 8 0 8
6937 5 5 22 6 1 8
6937 6 6 23 7 0 8
6937 7 7 25 9 0 8
6937 8 8 23 7 0 8
6937 9 9 23 7 0 8
6945 0 0 17 1 0 8
6945 1 1 18 2 0 8
6945 1 1 19 3 1 8
6945 2 2 19 3 0 8
6945 3 3 20 4 0 8
6945 3 3 21 5 1 8
6945 4 4 21 5 0 8
6945 5 5 24 8 0 8
6945 5 5 22 6 1 8
6945 6 6 23 7 0 8
6945 7 7 25 9 0 8
6945 8 8 23 7 0 8
6945 9 9 23 7 0 8
6953 0 0 17 1 0 8
6953 1 1 18 2 0 8
6953 1 1 19 3 1 8
6953 2 2 19 3 0 8
6953 3 3 20 4 0 8
6953 3 3 21 5 1 8
6953 4 4 21 5 0 8
6953 5 5 24 8 0 8
6953 5 5 22 6 1 8
6953 6 6 23 7 0 8
6953 7 7 25 9 0 8
6953 8 8 23 7 0 8
6953 9 9 23 7 0 8
6961 0 0 17 1 0 8
6961 1 1 18 2 0 8
6961 1 1 19 3 1 8
6961 2 2 19 3 0 8
6961 3 3 20 4 0 8
6961 3 3 21 5 1 8
6961 4 4 21 5 0 8
6961 5 5 24 8 0 8
6961 5 5 22 6 1 8
6961 6 6 23 7 0 8
6961 7 7 25 9 0 8
6961 8 8 23 7 0 8
6961 9 9 23 7 0 8
6969 0 0 17 1 0 8
6969 1 1 18 2 0 8
6969 1 1 19 3 1 8
6969 2 2 19 3 0 8
6969 3 3 20 4 0 8
6969 3 3 21 5 1 8
6969 4 4 21 5 0 8
6969 5 5 24 8 0 8
6969 5 5 22 6 1 8
6969 6 6 23 7 0 8
6969 7 7 25 9 0 8
6969 8 8 23 7 0 8
6969 9 9 23 7 0 8
6977 0 0 17 1 0 8
6977 1 1 18 2 0 8
6977 1 1 19 3 1 8
6977 2 2 19 3 0 8
6977 3 3 20 4 0 8
6977 3 3 21 5 1 8
6977 4 4 21 5 0 8
6977 5 5 24 8 0 8
6977 5 5 22 6 1 8
6977 6 6 23 7 0 8
6977 7 7 25 9 0 8
6977 8 8 23 7 0 8
6977 9 9 23 7 0 8
6985 0 0 17 1 0 8
6985 1 1 18 2 0 8
6985 1 1 19 3 1 8
6985 2 2 19 3 0 8
6985 3 3 20 4 0 8
6985 3 3 21 5 1 8
6985 4 4 21 5 0 8
6985 5 5 24 8 0 8
6985 5 5 22 6 1 8
6985 6 6 23 7 0 8
6985 7 7 25 9 0 8
6985 8 8 23 7 0 8
6985 9 9 23 7 0 8
6993 0 0 17 1 0 8
6993 1 1 18 2 0 8
6993 1 1 19 3 1 8
6993 2 2 19 3 0 8
6993 3 3 20 4 0 8
6993 3 3 21 5 1 8
6993 4 4 21 5 0 8
6993 5 5 24 8 0 8
6993 5 5 22 6 1 8
6993 6 6 23 7 0 8
6993 7 7 25 9 0 8
6993 8 8 23 7 0 8
6993 9 9 23 7 0 8
7001 0 0 17 1 0 8
7001 1 1 18 2 0 8
7001 1 1 19 3 1 8
7001 2 2 19 3 0 8
7001 3 3 20 4 0 8
7001 3 3 21 5 1 8
7001 4 4 21 5 0 8
7001 5 5 24 8 0 8
7001 5 5 22 6 1 8
7001 6 6 23 7 0 8
7001 7 7 25 9 0 8
7001 8 8 23 7 0 8
7001 9 9 23 7 0 8
7009 0 0 17 1 0 8
7009 1 1 18 2 0 8
7009 1 1 19 3 1 8
7009 2 2 19 3 0 8
7009 3 3 20 4 0 8
7009 3 3 21 5 1 8
7009 4 4 21 5 0 8
7009 5 5 24 8 0 8
7009 5 5 22 6 1 8
7009 6 6 23 7 0 8
7009 7 7 25 9 0 8
7009 8 8 23 7 0 8
7009 9 9 23 7 0 8
7017 0 0 17 1 0 8
7017 1 1 18 2 0 8
7017 1 1 19 3 1 8
7017 2 2 19 3 0 8
7017 3 3 20 4 0 8
7017 3 3 21 5 1 8
7017 4 4 21 5 0 8
7017 5 5 24 8 0 8
7017 5 5 22 6 1 8
7017 6 6 23 7 0 8
7017 7 7 25 9 0 8
7017 8 8 23 7 0 8
7017 9 9 23 7 0 8
7025 0 0 17 1 0 8
7025 1 1 18 2 0 8
7025 1 1 19 3 1 8
7025 2 2 19 3 0 8
7025 3 3 20 4 0 8
7025 3 3 21 5 1 8
7025 4 4 21 5 0 8
7025 5 5 24 8 0 8
7025 5 5 22 6 1 8
7025 6 6 23 7 0 8
7025 7 7 25 9 0 8
7025 8 8 23 7 0 8
7025 9 9 23 7 0 8
7033 0 0 17 1 0 8
7033 1 1 18 2 0 8
7033 1 1 19 3 1 8
7033 2 2 19 3 0 8
7033 3 3 20 4 0 8
7033 3 3 21 5 1 8
7033 4 4 21 5 0 8
7033 5 5 24 8 0 8
7033 5 5 22 6 1 8
7033 6 6 23 7 0 8
7033 7 7 25 9 0 8
7033 8 8 23 7 0 8
7033 9 9 23 7 0 8
7041 0 0 17 1 0 8
7041 1 1 18 2 0 8
7041 1 1 19 3 1 8
7041 2 2 19 3 0 8
7041 3 3 20 4 0 8
7041 3 3 21 5 1 8
7041 4 4 21 5 0 8
7041 5 5 24 8 0 8
7041 5 5 22 6 1 8
7041 6 6 23 7 0 8
7041 7 7 25 9 0 8
7041 8 8 23 7 0 8
7041 9 9 23 7 0 8
7049 0 0 17 1 0 8
7049 1 1 18 2 0 8
7049 1 1 19 3 1 8
7049 2 2 19 3 0 8
7049 3 3 20 4 0 8
7049 3 3 21 5 1 8
7049 4 4 21 5 0 8
7049 5 5 24 8 0 8
7049 5 5 22 6 1 8
7049 6 6 23 7 0 8
7049 7 7 25 9 0 8
7049 8 8 23 7 0 8
7049 9 9 23 7 0 8
7057 0 0 17 1 0 8
7057 1 1 18 2 0 8
7057 1 1 19 3 1 8
7057 2 2 19 3 0 8
7057 3 3 20 4 0 8
7057 3 3 21 5 1 8
7057 4 4 21 5 0 8
7057 5 5 24 8 0 8
7057 5 5 22 6 1 8
7057 6 6 23 7 0 8
7057 7 7 25 9 0 8
7057 8 8 23 7 0 8
7057 9 9 23 7 0 8
7065 0 0 17 1 0 8
7065 1 1 18 2 0 8
7065 1 1 19 3 1 8
7065 2 2 19 3 0 8
7065 3 3 20 4 0 8
7065 3 3 21 5 1 8
7065 4 4 21 5 0 8
7065 5 5 24 8 0 8
7065 5 5 22 6 1 8
7065 6 6 23 7 0 8
7065 7 7 25 9 0 8
7065 8 8 23 7 0 8
7065 9 9 23 7 0 8
7073 0 0 17 1 0 8
7073 1 1 18 2 0 8
7073 1 1 19 3 1 8
7073 2 2 19 3 0 8
7073 3 3 20 4 0 8
7073 3 3 21 5 1 8
7073 4 4 21 5 0 8
7073 5 5 24 8 0 8
7073 5 5 22 6 1 8
7073 6 6 23 7 0 8
7073 7 7 25 9 0 8
7073 8 8 23 7 0 8
7073 9 9 23 7 0 8
7081 0 0 17 1 0 8
7081 1 1 18 2 0 8
7081 1 1 19 3 1 8
7081 2 2 19 3 0 8
7081 3 3 20 4 0 8
7081 3 3 21 5 1 8
7081 4 4 21 5 0 8
7081 5 5 24 8 0 8
7081 5 5 22 6 1 8
7081 6 6 23 7 0 8
7081 7 7 25 9 0 8
7081 8 8 23 7 0 8
7081 9 9 23 7 0 8
7089 0 0 17 1 0 8
7089 1 1 18 2 0 8
7089 1 1 19 3 1 8
7089 2 2 19 3 0 8
7089 3 3 20 4 0 8
7089 3 3 21 5 1 8
7089 4 4 21 5 0 8
7089 5 5 24 8 0 8
7089 5 5 22 6 1 8
7089 6 6 23 7 0 8
7089 7 7 25 9 0 8
7089 8 8 23 7 0 8
7089 9 9 23 7 0 8
7097 0 0 17 1 0 8
7097 1 1 18 2 0 8
7097 1 1 19 3 1 8
7097 2 2 19 3 0 8
7097 3 3 20 4 0 8
7097 3 3 21 5 1 8
7097 4 4 21 5 0 8
7097 5 5 24 8 0 8
7097 5 5 22 6 1 8
7097 6 6 23 7 0 8
7097 7 7 25 9 0 8
7097 8 8 23 7 0 8
7097 9 9 23 7 0 8
7105 0 0 17 1 0 8
7105 1 1 18 2 0 8
7105 1 1 19 3 1 8
7105 2 2 19 3 0 8
7105 3 3 20 4 0 8
7105 3 3 21 5 1 8
7105 4 4 21 5 0 8
7105 5 5 24 8 0 8
7105 5 5 22 6 1 8
7105 6 6 23 7 0 8
7105 7 7 25 9 0 8
7105 8 8 23 7 0 8
7105 9 9 23 7 0 8
7113 0 0 17 1 0 8
7113 1 1 18 2 0 8
7113 1 1 19 3 1 8
7113 2 2 19 3 0 8
7113 3 3 20 4 0 8
7113 3 3 21 5 1 8
7113 4 4 21 5 0 8
7113 5 5 24 8 0 8
7113 5 5 22 6 1 8
7113 6 6 23 7 0 8
7113 7 7 25 9 0 8
7113 8 8 23 7 0 8
7113 9 9 23 7 0 8
7121 0 0 17 1 0 8
7121 1 1 18 2 0 8
7121 1 1 19 3 1 8
7121 2 2 19 3 0 8
7121 3 3 20 4 0 8
7121 3 3 21 5 1 8
7121 4 4 21 5 0 8
7121 5 5 24 8 0 8
7121 5 5 22 6 1 8
7121 6 6 23 7 0 8
7121 7 7 25 9 0 8
7121 8 8 23 7 0 8
7121 9 9 23 7 0 8
7129 0 0 17 1 0 8
7129 1 1 18 2 0 8
7129 1 1 19 3 1 8
7129 2 2 19 3 0 8
7129 3 3 20 4 0 8
7129 3 3 21 5 1 8
7129 4 4 21 5 0 8
7129 5 5 24 8 0 8
7129 5 5 22 6 1 8
7129 6 6 23 7 0 8
7129 7 7 25 9 0 8
7129 8 8 23 7 0 8
7129 9 9 23 7 0 8
7137 0 0 17 1 0 8
7137 1 1 18 2 0 8
7137 1 1 19 3 1 8
7137 2 2 19 3 0 8
7137 3 3 20 4 0 8
7137 3 3 21 5 1 8
7137 4 4 21 5 0 8
7137 5 5 24 8 0 8
7137 5 5 22 6 1 8
7137 6 6 23 7 0 8
7137 7 7 25 9 0 8
7137 8 8 23 7 0 8
7137 9 9 23 7 0 8
7145 0 0 17 1 0 8
7145 1 1 18 2 0 8
7145 1 1 19 3 1 8
7145 2 2 19 3 0 8
7145 3 3 20 4 0 8
7145 3 3 21 5 1 8
7145 4 4 21 5 0 8
7145 5 5 24 8 0 8
7145 5 5 22 6 1 8
7145 6 6 23 7 0 8
7145 7 7 25 9 0 8
7145 8 8 23 7 0 8
7145 9 9 23 7 0 8
7153 0 0 17 1 0 8
7153 1 1 18 2 0 8
7153 1 1 19 3 1 8
7153 2 2 19 3 0 8
7153 3 3 20 4 0 8
7153 3 3 21 5 1 8
7153 4 4 21 5 0 8
7153 5 5 24 8 0 8
7153 5 5 22 6 1 8
7153 6 6 23 7 0 8
7153 7 7 25 9 0 8
7153 8 8 23 7 0 8
7153 9 9 23 7 0 8
7161 0 0 17 1 0 8
7161 1 1 18 2 0 8
7161 1 1 19 3 1 8
7161 2 2 19 3 0 8
7161 3 3 20 4 0 8
7161 3 3 21 5 1 8
7161 4 4 21 5 0 8
7161 5 5 24 8 0 8
7161 5 5 22 6 1 8
7161 6 6 23 7 0 8
7161 7 7 25 9 0 8
7161 8 8 23 7 0 8
7161 9 9 23 7 0 8
7169 0 0 17 1 0 8
7169 1 1 18 2 0 8
7169 1 1 19 3 1 8
7169 2 2 19 3 0 8
7169 3 3 20 4 0 8
7169 3 3 21 5 1 8
7169 4 4 21 5 0 8
7169 5 5 24 8 0 8
7169 5 5 22 6 1 8
7169 6 6 23 7 0 8
7169 7 7 25 9 0 8
7169 8 8 23 7 0 8
7169 9 9 23 7 0 8
7177 0 0 17 1 0 8
7177 1 1 18 2 0 8
7177 1 1 19 3 1 8
7177 2 2 19 3 0 8
7177 3 3 20 4 0 8
7177 3 3 21 5 1 8
7177 4 4 21 5 0 8
7177 5 5 24 8 0 8
7177 5 5 22 6 1 8
7177 6 6 23 7 0 8
7177 7 7 25 9 0 8
7177 8 8 23 7 0 8
7177 9 9 23 7 0 8
7185 0 0 17 1 0 8
7185 1 1 18 2 0 8
7185 1 1 19 3 1 8
7185 2 2 19 3 0 8
7185 3 3 20 4 0 8
7185 3 3 21 5 1 8
7185 4 4 21 5 0 8
7185 5 5 24 8 0 8
7185 5 5 22 6 1 8
7185 6 6 23 7 0 8
7185 7 7 25 9 0 8
7185 8 8 23 7 0 8
7185 9 9 23 7 0 8
7193 0 0 17 1 0 8
7193 1 1 18 2 0 8
7193 1 1 19 3 1 8
7193 2 2 19 3 0 8
7193 3 3 20 4 0 8
7193 3 3 21 5 1 8
7193 4 4 21 5 0 8
7193 5 5 24 8 0 8
7193 5 5 22 6 1 8
7193 6 6 23 7 0 8
7193 7 7 25 9 0 8
7193 8 8 23 7 0 8
7193 9 9 23 7 0 8
7201 0 0 17 1 0 8
7201 1 1 18 2 0 8
7201 1 1 19 3 1 8
7201 2 2 19 3 0 8
7201 3 3 20 4 0 8
7201 3 3 21 5 1 8
7201 4 4 21 5 0 8
7201 5 5 24 8 0 8
7201 5 5 22 6 1 8
7201 6 6 23 7 0 8
7201 7 7 25 9 0 8
7201 8 8 23 7 0 8
7201 9 9 23 7 0 8
7209 0 0 17 1 0 8
7209 1 1 18 2 0 8
7209 1 1 19 3 1 8
7209 2 2 19 3 0 8
7209 3 3 20 4 0 8
7209 3 3 21 5 1 8
7209 4 4 21 5 0 8
7209 5 5 24 8 0 8
7209 5 5 22 6 1 8
7209 6 6 23 7 0 8
7209 7 7 25 9 0 8
7209 8 8 23 7 0 8
7209 9 9 23 7 0 8
7217 0 0 17 1 0 8
7217 1 1 18 2 0 8
7217 1 1 19 3 1 8
7217 2 2 19 3 0 8
7217 3 3 20 4 0 8
7217 3 3 21 5 1 8
7217 4 4 21 5 0 8
7217 5 5 24 8 0 8
7217 5 5 22 6 1 8
7217 6 6 23 7 0 8
7217 7 7 25 9 0 8
7217 8 8 23 7 0 8
7217 9 9 23 7 0 8
7225 0 0 17 1 0 8
7225 1 1 18 2 0 8
7225 1 1 19 3 1 8
7225 2 2 19 3 0 8
7225 3 3 20 4 0 8
7225 3 3 21 5 1 8
7225 4 4 21 5 0 8
7225 5 5 24 8 0 8
7225 5 5 22 6 1 8
7225 6 6 23 7 0 8
7225 7 7 25 9 0 8
7225 8 8 23 7 0 8
7225 9 9 23 7 0 8
7233 0 0 17 1 0 8
7233 1 1 18 2 0 8
7233 1 1 19 3 1 8
7233 2 2 19 3 0 8
7233 3 3 20 4 0 8
7233 3 3 21 5 1 8
7233 4 4 21 5 0 8
7233 5 5 24 8 0 8
7233 5 5 22 6 1 8
7233 6 6 23 7 0 8
7233 7 7 25 9 0 8
7233 8 8 23 7 0 8
7233 9 9 23 7 0 8
7241 0 0 17 1 0 8
7241 1 1 18 2 0 8
7241 1 1 19 3 1 8
7241 2 2 19 3 0 8
7241 3 3 20 4 0 8
7241 3 3 21 5 1 8
7241 4 4 21 5 0 8
7241 5 5 24 8 0 8
7241 5 5 22 6 1 8
7241 6 6 23 7 0 8
7241 7 7 25 9 0 8
7241 8 8 23 7 0 8
7241 9 9 23 7 0 8
7249 0 0 17 1 0 8
7249 1 1 18 2 0 8
7249 1 1 19 3 1 8
7249 2 2 19 3 0 8
7249 3 3 20 4 0 8
7249 3 3 21 5 1 8
7249 4 4 21 5 0 8
7249 5 5 24 8 0 8
7249 5 5 22 6 1 8
7249 6 6 23 7 0 8
7249 7 7 25 9 0 8
7249 8 8 23 7 0 8
7249 9 9 23 7 0 8
7257 0 0 17 1 0 8
7257 1 1 18 2 0 8
7257 1 1 19 3 1 8
7257 2 2 19 3 0 8
7257 3 3 20 4 0 8
7257 3 3 21 5 1 8
7257 4 4 21 5 0 8
7257 5 5 24 8 0 8
7257 5 5 22 6 1 8
7257 6 6 23 7 0 8
7257 7 7 25 9 0 8
7257 8 8 23 7 0 8
7257 9 9 23 7 0 8
7265 0 0 17 1 0 8
7265 1 1 18 2 0 8
7265 1 1 19 3 1 8
7265 2 2 19 3 0 8
7265 3 3 20 4 0 8
7265 3 3 21 5 1 8
7265 4 4 21 5 0 8
7265 5 5 24 8 0 8
7265 5 5 22 6 1 8
7265 6 6 23 7 0 8
7265 7 7 25 9 0 8
7265 8 8 23 7 0 8
7265 9 9 23 7 0 8
7273 0 0 17 1 0 8
7273 1 1 18 2 0 8
7273 1 1 19 3 1 8
7273 2 2 19 3 0 8
7273 3 3 20 4 0 8
7273 3 3 21 5 1 8
7273 4 4 21 5 0 8
7273 5 5 24 8 0 8
7273 5 5 22 6 1 8
7273 6 6 23 7 0 8
7273 7 7 25 9 0 8
7273 8 8 23 7 0 8
7273 9 9 23 7 0 8
7281 0 0 17 1 0 8
7281 1 1 18 2 0 8
7281 1 1 19 3 1 8
7281 2 2 19 3 0 8
7281 3 3 20 4 0 8
7281 3 3 21 5 1 8
7281 4 4 21 5 0 8
7281 5 5 24 8 0 8
7281 5 5 22 6 1 8
7281 6 6 23 7 0 8
7281 7 7 25 9 0 8
7281 8 8 23 7 0 8
7281 9 9 23 7 0 8
7289 0 0 17 1 0 8
7289 1 1 18 2 0 8
7289 1 1 19 3 1 8
7289 2 2 19 3 0 8
7289 3 3 20 4 0 8
7289 3 3 21 5 1 8
7289 4 4 21 5 0 8
7289 5 5 24 8 0 8
7289 5 5 22 6 1 8
7289 6 6 23 7 0 8
7289 7 7 25 9 0 8
7289 8 8 23 7 0 8
7289 9 9 23 7 0 8
7297 0 0 17 1 0 8
7297 1 1 18 2 0 8
7297 1 1 19 3 1 8
7297 2 2 19 3 0 8
7297 3 3 20 4 0 8
7297 3 3 21 5 1 8
7297 4 4 21 5 0 8
7297 5 5 24 8 0 8
7297 5 5 22 6 1 8
7297 6 6 23 7 0 8
7297 7 7 25 9 0 8
7297 8 8 23 7 0 8
7297 9 9 23 7 0 8
7305 0 0 17 1 0 8
7305 1 1 18 2 0 8
7305 1 1 19 3 1 8
7305 2 2 19 3 0 8
7305 3 3 20 4 0 8
7305 3 3 21 5 1 8
7305 4 4 21 5 0 8
7305 5 5 24 8 0 8
7305 5 5 22 6 1 8
7305 6 6 23 7 0 8
7305 7 7 25 9 0 8
7305 8 8 23 7 0 8
7305 9 9 23 7 0 8
7313 0 0 17 1 0 8
7313 1 1 18 2 0 8
7313 1 1 19 3 1 8
7313 2 2 19 3 0 8
7313 3 3 20 4 0 8
7313 3 3 21 5 1 8
7313 4 4 21 5 0 8
